date,country,total_cases,total_hospitalizations,total_icu,total_deaths,total_recovered,active_cases,regions_count,avg_age,mortality_rate,recovery_rate,processed_at
2021-03-17,FRANCE,"",25314,4219,66006,276993,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-18,FRANCE,"",25389,4246,66274,278263,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-19,FRANCE,"",25339,4287,66559,279646,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-20,FRANCE,"",25537,4353,66735,280571,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-21,FRANCE,"",25926,4406,66873,280955,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-22,FRANCE,"",26488,4548,67216,281885,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-23,COLOMBIA,1,"","",0,0,0,1,32.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-03-23,FRANCE,"",26756,4634,67503,283507,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-24,COLOMBIA,1,"","",0,0,0,1,21.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-03-24,FRANCE,"",26876,4651,67748,285199,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-25,FRANCE,"",27036,4709,67973,286607,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-26,FRANCE,"",27242,4766,68276,288062,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-27,FRANCE,"",27259,4791,68466,289350,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-28,FRANCE,"",27712,4872,68597,289752,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-29,FRANCE,"",28322,4974,68957,290810,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-30,FRANCE,"",28510,5072,69293,292796,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-31,FRANCE,"",28463,5053,69596,294638,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-01,FRANCE,"",28581,5109,69904,296166,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-02,FRANCE,"",28729,5254,70204,297734,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-03,FRANCE,"",28886,5273,70389,299075,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-04,FRANCE,"",29356,5341,70574,299624,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-05,FRANCE,"",29907,5433,70771,300064,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-06,FRANCE,"",30639,5626,71180,301299,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-07,FRANCE,"",30904,5729,71601,303639,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-08,FRANCE,"",30555,5705,71944,305711,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-09,FRANCE,"",30326,5757,72243,307674,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-10,FRANCE,"",30238,5769,72450,309136,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-11,FRANCE,"",30671,5838,72626,309787,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-12,FRANCE,"",31262,5916,73011,310934,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-13,FRANCE,"",31226,5952,73335,313051,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-14,FRANCE,"",30868,5902,73632,315152,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-15,FRANCE,"",30668,5924,73928,317036,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-16,FRANCE,"",30472,5914,74234,318923,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-17,FRANCE,"",30329,5877,74423,320275,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-18,COLOMBIA,1,"","",0,0,0,1,41.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-04-18,FRANCE,"",30789,5893,74563,320757,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-19,FRANCE,"",31214,5970,75010,321889,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-20,FRANCE,"",31086,5984,75384,323961,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-21,FRANCE,"",30954,5959,75697,325811,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-22,FRANCE,"",30634,5981,75980,327668,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-23,FRANCE,"",30438,5962,76285,329405,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-24,FRANCE,"",30100,5958,76502,330838,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-25,FRANCE,"",30287,5978,76647,331362,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-26,FRANCE,"",30596,6001,77045,332563,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-27,FRANCE,"",30281,5943,77370,334577,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-28,FRANCE,"",29911,5879,77685,336281,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-29,FRANCE,"",29487,5804,77991,338000,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-04-30,FRANCE,"",28930,5675,78261,339650,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-01,FRANCE,"",28603,5581,78453,340997,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-02,FRANCE,"",28818,5585,78566,341458,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-03,COLOMBIA,2,"","",0,0,0,2,63.5,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-05-03,FRANCE,"",28950,5630,78877,342451,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-04,FRANCE,"",28427,5504,79120,344265,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-05,FRANCE,"",27686,5402,79364,346184,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-06,FRANCE,"",26985,5231,79583,347768,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-07,FRANCE,"",26331,5106,79809,349293,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-08,FRANCE,"",25800,5005,79985,350471,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-09,FRANCE,"",25797,4971,80100,350873,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-10,FRANCE,"",25666,4870,80392,351795,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-11,FRANCE,"",25028,4743,80628,353370,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-12,FRANCE,"",24254,4583,80812,354860,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-13,FRANCE,"",23656,4442,80943,355927,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-14,FRANCE,"",23406,4352,81116,356700,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-15,FRANCE,"",22950,4271,81228,357613,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-16,FRANCE,"",22963,4255,81309,357928,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-17,FRANCE,"",22749,4186,81505,358776,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-18,FRANCE,"",22058,4015,81692,360213,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-19,FRANCE,"",21347,3862,81833,361460,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-20,FRANCE,"",20750,3769,81966,362593,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-21,FRANCE,"",20209,3631,82075,363600,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-22,FRANCE,"",19765,3544,82164,364391,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-23,FRANCE,"",19720,3515,82234,364695,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-24,FRANCE,"",19701,3496,82296,364902,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-25,FRANCE,"",19430,3447,82494,365739,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-26,FRANCE,"",18593,3330,82638,367046,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-27,FRANCE,"",17941,3206,82780,368023,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-28,FRANCE,"",17272,3104,82878,369109,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-29,FRANCE,"",16847,3028,82946,369789,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-30,FRANCE,"",16775,2993,82990,370014,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-05-31,FRANCE,"",16596,2945,83116,370577,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-01,FRANCE,"",16088,2825,83243,371500,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-02,FRANCE,"",15638,2754,83339,372310,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-03,FRANCE,"",15283,2677,83409,373033,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-04,FRANCE,"",14801,2571,83490,373818,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-05,FRANCE,"",14532,2525,83547,374281,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-06,FRANCE,"",14525,2527,83572,374416,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-07,FRANCE,"",14323,2472,83636,374909,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-08,FRANCE,"",13984,2394,83708,375569,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-09,FRANCE,"",13526,2326,83773,376342,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-10,FRANCE,"",13090,2245,83841,376974,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-11,COLOMBIA,1,"","",0,0,0,1,44.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-06-11,FRANCE,"",12712,2163,83910,377596,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-12,FRANCE,"",12496,2110,83944,377961,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-13,FRANCE,"",12480,2106,83957,378063,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-14,FRANCE,"",12374,2068,84020,378429,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-15,FRANCE,"",11895,1952,84096,379108,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-16,FRANCE,"",11519,1873,84140,379635,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-17,FRANCE,"",11114,1799,84196,380195,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-18,FRANCE,"",10738,1740,84246,380667,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-19,COLOMBIA,4,"","",0,0,0,1,31.5,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-06-19,FRANCE,"",10531,1703,84268,380930,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-20,FRANCE,"",10518,1703,84282,380979,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-21,FRANCE,"",10386,1655,84322,381278,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-22,COLOMBIA,2,"","",0,0,0,2,46.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-06-22,FRANCE,"",10046,1560,84373,381726,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-23,FRANCE,"",9771,1509,84406,382124,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-24,FRANCE,"",9392,1439,84450,382593,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-25,FRANCE,"",9190,1389,84483,382897,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-26,COLOMBIA,1,"","",0,0,0,1,40.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-06-26,FRANCE,"",9024,1349,84495,383122,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-27,FRANCE,"",8986,1345,84512,383185,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-28,FRANCE,"",8846,1304,84556,383447,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-29,COLOMBIA,3,"","",0,0,0,2,29.666666666666668,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-06-29,FRANCE,"",8627,1250,84584,383768,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-06-30,COLOMBIA,1,"","",0,0,0,1,42.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-06-30,FRANCE,"",8451,1204,84609,384051,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-01,FRANCE,"",8232,1162,84638,384338,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-02,FRANCE,"",8044,1123,84662,384616,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-03,COLOMBIA,1,"","",0,0,0,1,48.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-07-03,FRANCE,"",7912,1102,84679,384781,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-04,COLOMBIA,4,"","",0,0,0,4,48.75,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-07-04,FRANCE,"",7913,1104,84688,384812,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-05,COLOMBIA,1,"","",0,0,0,1,42.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-07-05,FRANCE,"",7806,1077,84724,385013,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-06,FRANCE,"",7637,1032,84758,385289,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-07,FRANCE,"",7539,997,84786,385490,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-08,COLOMBIA,83,"","",1,0,0,24,37.65060240963855,1.2,0.0,2026-02-25T07:01:18.070+01:00
2021-07-08,FRANCE,"",7384,971,84811,385720,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-09,FRANCE,"",7275,953,84829,385950,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-10,COLOMBIA,2,"","",0,0,0,2,52.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-07-10,FRANCE,"",7183,947,84848,386122,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-11,FRANCE,"",7183,947,84852,386141,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-12,FRANCE,"",7137,957,84880,386424,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-13,COLOMBIA,3,"","",0,0,0,3,36.333333333333336,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-07-13,FRANCE,"",7076,933,84902,386704,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-14,FRANCE,"",7047,931,84908,386839,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-15,COLOMBIA,2,"","",0,0,0,2,30.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-07-15,FRANCE,"",7054,914,84924,387017,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-16,COLOMBIA,1,"","",0,0,0,1,31.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-07-16,FRANCE,"",6971,899,84946,387297,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-17,COLOMBIA,2,"","",0,0,0,2,48.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-07-17,FRANCE,"",6922,890,84962,387439,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-18,FRANCE,"",6936,891,84967,387469,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-19,FRANCE,"",7041,902,84987,387703,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-20,FRANCE,"",6912,876,85020,388118,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-21,FRANCE,"",6869,859,85042,388402,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-22,FRANCE,"",6832,868,85053,388707,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-23,FRANCE,"",6802,872,85082,389021,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-24,FRANCE,"",6787,878,85104,389197,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-25,FRANCE,"",6843,886,85110,389226,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-26,FRANCE,"",7079,952,85154,389531,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-27,FRANCE,"",7137,978,85182,389996,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-28,FRANCE,"",7208,992,85225,390367,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-29,FRANCE,"",7236,1015,85252,390784,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-30,FRANCE,"",7363,1072,85312,391216,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-07-31,FRANCE,"",7409,1099,85355,391581,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-01,FRANCE,"",7581,1137,85373,391689,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-02,FRANCE,"",7840,1232,85424,392055,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-03,FRANCE,"",7974,1331,85480,392634,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-04,FRANCE,"",8134,1371,85528,393129,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-05,FRANCE,"",8210,1420,85577,393723,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-06,FRANCE,"",8368,1458,85637,394324,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-07,FRANCE,"",8425,1510,85669,394709,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-08,FRANCE,"",8685,1556,85697,394910,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-09,FRANCE,"",9022,1667,85765,395310,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-10,COLOMBIA,1,"","",0,0,0,1,57.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-08-10,FRANCE,"",9153,1712,85833,396002,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-11,FRANCE,"",9233,1745,85886,396616,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-12,FRANCE,"",9465,1807,85963,397162,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-13,COLOMBIA,1,"","",0,0,0,1,29.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-08-13,FRANCE,"",9546,1831,86037,397828,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-14,COLOMBIA,1,"","",0,0,0,1,31.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-08-14,FRANCE,"",9648,1837,86088,398257,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-15,COLOMBIA,1,"","",0,0,0,1,35.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-08-15,FRANCE,"",9798,1852,86132,398445,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-16,COLOMBIA,2,"","",0,0,0,2,56.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-08-16,FRANCE,"",10151,1908,86228,398924,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-17,FRANCE,"",10219,1953,86339,399763,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-18,COLOMBIA,1,"","",0,0,0,1,56.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-08-18,FRANCE,"",10336,2054,86451,400539,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-19,FRANCE,"",10392,2049,86578,401284,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-20,FRANCE,"",10515,2091,86660,401946,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-21,FRANCE,"",10463,2106,86789,402615,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-22,FRANCE,"",10651,2128,86883,402848,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-23,FRANCE,"",11007,2215,86991,403285,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-24,FRANCE,"",11066,2221,87143,404141,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-25,FRANCE,"",11171,2239,87236,404823,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-26,FRANCE,"",11104,2261,87343,405490,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-27,FRANCE,"",11162,2270,87438,406229,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-28,FRANCE,"",11052,2259,87512,406709,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-29,FRANCE,"",11092,2276,87565,406911,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-30,FRANCE,"",11245,2290,87663,407355,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-08-31,COLOMBIA,2,"","",0,0,0,1,22.5,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-08-31,FRANCE,"",11120,2292,87797,408275,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-01,FRANCE,"",11119,2294,87880,408908,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-02,FRANCE,"",10934,2275,87983,409615,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-03,FRANCE,"",10816,2259,88076,410229,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-04,FRANCE,"",10654,2223,88159,410710,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-05,FRANCE,"",10644,2217,88208,410888,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-06,FRANCE,"",10757,2249,88310,411314,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-07,FRANCE,"",10646,2259,88418,412039,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-08,COLOMBIA,8,"","",0,0,0,1,38.25,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-09-08,FRANCE,"",10438,2224,88518,412721,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-09,COLOMBIA,2,"","",0,0,0,1,56.5,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-09-09,FRANCE,"",10323,2195,88621,413273,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-10,COLOMBIA,10,"","",0,0,0,2,30.9,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-09-10,FRANCE,"",10115,2151,88701,413880,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-11,FRANCE,"",10018,2131,88747,414243,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-12,FRANCE,"",10012,2129,88776,414405,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-13,FRANCE,"",9986,2103,88862,414778,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-14,FRANCE,"",9739,2000,88956,415490,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-15,FRANCE,"",9555,1959,89033,416030,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-16,FRANCE,"",9297,1952,89098,416554,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-17,FRANCE,"",9070,1891,89164,417059,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-18,COLOMBIA,3,"","",0,0,0,2,34.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-09-18,FRANCE,"",8912,1837,89206,417399,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-19,COLOMBIA,1,"","",0,0,0,1,59.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-09-19,FRANCE,"",8887,1832,89234,417505,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-20,COLOMBIA,6,"","",0,0,0,2,34.833333333333336,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-09-20,FRANCE,"",8845,1805,89255,417826,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-21,FRANCE,"",8594,1744,89407,418397,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-22,FRANCE,"",8414,1656,89465,418859,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-23,FRANCE,"",8237,1609,89527,419256,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-24,FRANCE,"",8107,1586,89576,419628,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-25,FRANCE,"",7980,1571,89605,419912,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-26,FRANCE,"",7994,1577,89619,419971,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-27,FRANCE,"",7980,1571,89693,420247,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-28,FRANCE,"",7801,1524,89751,420645,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-29,FRANCE,"",7726,1466,89793,420934,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-09-30,COLOMBIA,6,"","",0,0,0,1,20.333333333333332,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-09-30,FRANCE,"",7565,1414,89849,421264,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-01,FRANCE,"",7410,1355,89895,421579,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-02,FRANCE,"",7294,1325,89925,421787,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-03,FRANCE,"",7308,1326,89934,421839,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-04,FRANCE,"",7299,1328,89984,422072,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-05,FRANCE,"",7096,1279,90045,422510,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-06,FRANCE,"",7038,1242,90079,422728,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-07,FRANCE,"",6903,1200,90113,423001,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-08,FRANCE,"",6805,1164,90151,423274,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-09,FRANCE,"",6706,1127,90166,423485,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-10,FRANCE,"",6737,1132,90174,423537,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-11,FRANCE,"",6729,1145,90204,423734,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-12,FRANCE,"",6629,1111,90257,424018,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-13,FRANCE,"",6601,1091,90280,424238,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-14,FRANCE,"",6523,1075,90318,424464,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-15,FRANCE,"",6470,1051,90352,424693,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-16,FRANCE,"",6437,1049,90367,424817,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-17,FRANCE,"",6448,1052,90372,424868,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-18,FRANCE,"",6468,1049,90413,425074,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-19,FRANCE,"",6483,1046,90452,425292,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-20,FRANCE,"",6465,1026,90473,425537,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-21,FRANCE,"",6453,1009,90508,425777,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-22,FRANCE,"",6400,1010,90537,426012,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-23,COLOMBIA,1,"","",0,0,0,1,42.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
