date,country,total_cases,total_hospitalizations,total_icu,total_deaths,total_recovered,active_cases,regions_count,avg_age,mortality_rate,recovery_rate,processed_at
2020-10-10,FRANCE,"",7976,1456,21828,101280,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-11,COLOMBIA,1715,"","",28,0,0,31,38.862973760932945,1.63,0.0,2026-02-25T07:01:18.070+01:00
2020-10-11,FRANCE,"",8231,1483,21874,101460,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-12,FRANCE,"",8671,1539,21969,101868,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-13,FRANCE,"",8928,1633,22053,102649,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-14,FRANCE,"",9173,1664,22157,103382,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-15,COLOMBIA,1100,"","",14,0,0,18,38.084545454545456,1.27,0.0,2026-02-25T07:01:18.070+01:00
2020-10-15,FRANCE,"",9584,1741,22245,104051,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-16,COLOMBIA,494,"","",12,0,0,27,38.18218623481781,2.43,0.0,2026-02-25T07:01:18.070+01:00
2020-10-16,FRANCE,"",10021,1791,22367,104665,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-17,FRANCE,"",10399,1868,22456,105163,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-18,FRANCE,"",10897,1939,22541,105400,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-19,COLOMBIA,1154,"","",9,0,0,32,34.68890814558059,0.78,0.0,2026-02-25T07:01:18.070+01:00
2020-10-19,FRANCE,"",11640,2090,22687,105904,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-20,COLOMBIA,281,"","",8,0,0,28,39.52313167259786,2.85,0.0,2026-02-25T07:01:18.070+01:00
2020-10-20,FRANCE,"",12435,2168,22849,106808,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-21,FRANCE,"",13162,2239,23012,107621,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-22,FRANCE,"",14009,2310,23174,108568,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-23,COLOMBIA,1475,"","",47,0,0,34,40.00271186440678,3.19,0.0,2026-02-25T07:01:18.070+01:00
2020-10-23,FRANCE,"",14985,2432,23358,109455,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-24,FRANCE,"",15637,2491,23495,110291,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-25,FRANCE,"",16454,2575,23611,110629,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-26,COLOMBIA,1317,"","",32,0,0,29,39.71678056188307,2.43,0.0,2026-02-25T07:01:18.070+01:00
2020-10-26,FRANCE,"",17761,2761,23868,111316,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-27,COLOMBIA,10,"","",0,0,0,4,22.5,0.0,0.0,2026-02-25T07:01:18.070+01:00
2020-10-27,FRANCE,"",18955,2909,24156,112685,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-28,COLOMBIA,370,"","",5,0,0,1,40.36486486486486,1.35,0.0,2026-02-25T07:01:18.070+01:00
2020-10-28,FRANCE,"",20184,3036,24400,113946,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-29,FRANCE,"",21160,3147,24635,115256,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-30,COLOMBIA,879,"","",23,0,0,9,40.466439135381115,2.62,0.0,2026-02-25T07:01:18.070+01:00
2020-10-30,FRANCE,"",22153,3368,24890,116502,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-10-31,COLOMBIA,706,"","",21,0,0,9,40.11473087818697,2.97,0.0,2026-02-25T07:01:18.070+01:00
2020-10-31,FRANCE,"",23013,3443,25113,117563,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-01,COLOMBIA,180,"","",4,0,0,21,38.577777777777776,2.22,0.0,2026-02-25T07:01:18.070+01:00
2020-11-01,FRANCE,"",24008,3569,25344,118196,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-02,COLOMBIA,466,"","",4,0,0,3,39.84334763948498,0.86,0.0,2026-02-25T07:01:18.070+01:00
2020-11-02,FRANCE,"",25120,3721,25760,119073,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-03,COLOMBIA,497,"","",15,0,0,27,40.225352112676056,3.02,0.0,2026-02-25T07:01:18.070+01:00
2020-11-03,FRANCE,"",26242,3869,26186,120683,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-04,COLOMBIA,18,"","",0,0,0,5,37.27777777777778,0.0,0.0,2026-02-25T07:01:18.070+01:00
2020-11-04,FRANCE,"",27511,4080,26571,122631,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-05,COLOMBIA,477,"","",9,0,0,20,40.266247379454924,1.89,0.0,2026-02-25T07:01:18.070+01:00
2020-11-05,FRANCE,"",28403,4221,26934,124247,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-06,COLOMBIA,668,"","",10,0,0,1,37.59131736526946,1.5,0.0,2026-02-25T07:01:18.070+01:00
2020-11-06,FRANCE,"",28955,4321,27332,126298,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-07,COLOMBIA,715,"","",21,0,0,31,40.17622377622378,2.94,0.0,2026-02-25T07:01:18.070+01:00
2020-11-07,FRANCE,"",29396,4410,27636,127907,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-08,COLOMBIA,617,"","",9,0,0,20,39.116693679092386,1.46,0.0,2026-02-25T07:01:18.070+01:00
2020-11-08,FRANCE,"",30217,4527,27906,128583,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-09,COLOMBIA,3,"","",0,0,0,3,33.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2020-11-09,FRANCE,"",31098,4677,28454,129704,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-10,FRANCE,"",31477,4736,28920,131889,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-11,COLOMBIA,1327,"","",17,0,0,32,38.577995478522986,1.28,0.0,2026-02-25T07:01:18.070+01:00
2020-11-11,FRANCE,"",31918,4789,29248,133665,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-12,FRANCE,"",32654,4884,29673,134923,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-13,FRANCE,"",32676,4887,30129,137124,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-14,COLOMBIA,1140,"","",20,0,0,32,37.97456140350877,1.75,0.0,2026-02-25T07:01:18.070+01:00
2020-11-14,FRANCE,"",32468,4855,30483,139110,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-15,FRANCE,"",33050,4880,30785,139779,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-16,COLOMBIA,771,"","",19,0,0,28,42.11413748378729,2.46,0.0,2026-02-25T07:01:18.070+01:00
2020-11-16,FRANCE,"",33466,4903,31291,140849,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-17,COLOMBIA,360,"","",14,0,0,23,40.19722222222222,3.89,0.0,2026-02-25T07:01:18.070+01:00
2020-11-17,FRANCE,"",33139,4838,31719,143121,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-18,FRANCE,"",32811,4759,32144,145360,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-19,COLOMBIA,713,"","",7,0,0,15,36.28330995792427,0.98,0.0,2026-02-25T07:01:18.070+01:00
2020-11-19,FRANCE,"",32314,4637,32573,147538,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-20,COLOMBIA,71,"","",0,0,0,19,37.28169014084507,0.0,0.0,2026-02-25T07:01:18.070+01:00
2020-11-20,FRANCE,"",31875,4566,32954,149490,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-21,FRANCE,"",31365,4493,33207,151146,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-22,COLOMBIA,874,"","",19,0,0,30,40.44965675057208,2.17,0.0,2026-02-25T07:01:18.070+01:00
2020-11-22,FRANCE,"",31522,4491,33421,151650,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-23,COLOMBIA,1,"","",0,0,0,1,63.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2020-11-23,FRANCE,"",31449,4438,33921,152561,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-24,COLOMBIA,289,"","",7,0,0,18,38.88235294117647,2.42,0.0,2026-02-25T07:01:18.070+01:00
2020-11-24,FRANCE,"",30594,4277,34374,154648,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-25,COLOMBIA,536,"","",6,0,0,26,38.78731343283582,1.12,0.0,2026-02-25T07:01:18.070+01:00
2020-11-25,FRANCE,"",29944,4136,34755,156521,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-26,COLOMBIA,311,"","",5,0,0,26,38.356913183279744,1.61,0.0,2026-02-25T07:01:18.070+01:00
2020-11-26,FRANCE,"",29282,4006,35094,158205,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-27,COLOMBIA,788,"","",10,0,0,29,39.23096446700507,1.27,0.0,2026-02-25T07:01:18.070+01:00
2020-11-27,FRANCE,"",28620,3871,35487,159884,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-28,COLOMBIA,679,"","",10,0,0,29,40.188512518409425,1.47,0.0,2026-02-25T07:01:18.070+01:00
2020-11-28,FRANCE,"",28139,3765,35700,161106,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-29,COLOMBIA,25,"","",0,0,0,6,36.4,0.0,0.0,2026-02-25T07:01:18.070+01:00
2020-11-29,FRANCE,"",28284,3744,35898,161396,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-11-30,COLOMBIA,769,"","",8,0,0,23,41.44733420026008,1.04,0.0,2026-02-25T07:01:18.070+01:00
2020-11-30,FRANCE,"",28229,3739,36304,162250,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-01,FRANCE,"",27611,3594,36667,163998,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-02,COLOMBIA,891,"","",8,0,0,2,41.2368125701459,0.9,0.0,2026-02-25T07:01:18.070+01:00
2020-12-02,FRANCE,"",26986,3478,36976,165532,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-03,FRANCE,"",26675,3415,37300,166909,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-04,COLOMBIA,701,"","",10,0,0,24,38.761768901569184,1.43,0.0,2026-02-25T07:01:18.070+01:00
2020-12-04,FRANCE,"",26283,3283,37582,168321,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-05,FRANCE,"",26040,3220,37796,169327,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-06,COLOMBIA,945,"","",35,0,0,29,41.12592592592593,3.7,0.0,2026-02-25T07:01:18.070+01:00
2020-12-06,FRANCE,"",26262,3210,37970,169555,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-07,FRANCE,"",26333,3188,38336,170254,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-08,COLOMBIA,998,"","",31,0,0,32,40.265531062124246,3.11,0.0,2026-02-25T07:01:18.070+01:00
2020-12-08,FRANCE,"",25882,3078,38713,171837,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-09,FRANCE,"",25526,3031,39009,173216,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-10,COLOMBIA,789,"","",16,0,0,25,42.544993662864385,2.03,0.0,2026-02-25T07:01:18.070+01:00
2020-12-10,FRANCE,"",25199,2949,39301,174627,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-11,COLOMBIA,880,"","",24,0,0,2,40.31931818181818,2.73,0.0,2026-02-25T07:01:18.070+01:00
2020-12-11,FRANCE,"",24943,2874,39605,175860,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-12,FRANCE,"",24948,2851,39799,176712,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-13,COLOMBIA,768,"","",9,0,0,26,35.3671875,1.17,0.0,2026-02-25T07:01:18.070+01:00
2020-12-13,FRANCE,"",25207,2861,39949,176964,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-14,COLOMBIA,280,"","",4,0,0,26,40.90357142857143,1.43,0.0,2026-02-25T07:01:18.070+01:00
2020-12-14,FRANCE,"",25449,2896,40320,177616,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-15,COLOMBIA,283,"","",9,0,0,26,39.86572438162544,3.18,0.0,2026-02-25T07:01:18.070+01:00
2020-12-15,FRANCE,"",25207,2871,40627,179056,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-16,COLOMBIA,759,"","",15,0,0,29,37.94729907773386,1.98,0.0,2026-02-25T07:01:18.070+01:00
2020-12-16,FRANCE,"",25282,2840,40916,180280,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-17,COLOMBIA,619,"","",18,0,0,28,41.75767366720517,2.91,0.0,2026-02-25T07:01:18.070+01:00
2020-12-17,FRANCE,"",25149,2798,41174,181475,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-18,COLOMBIA,636,"","",11,0,0,26,40.5251572327044,1.73,0.0,2026-02-25T07:01:18.070+01:00
2020-12-18,FRANCE,"",24945,2764,41429,182634,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-19,COLOMBIA,1055,"","",11,0,0,27,37.10900473933649,1.04,0.0,2026-02-25T07:01:18.070+01:00
2020-12-19,FRANCE,"",24819,2718,41618,183540,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-20,COLOMBIA,646,"","",7,0,0,25,37.71362229102167,1.08,0.0,2026-02-25T07:01:18.070+01:00
2020-12-20,FRANCE,"",24961,2745,41749,183775,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-21,COLOMBIA,620,"","",13,0,0,25,36.75806451612903,2.1,0.0,2026-02-25T07:01:18.070+01:00
2020-12-21,FRANCE,"",25201,2737,42100,184433,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-22,COLOMBIA,402,"","",5,0,0,2,44.39054726368159,1.24,0.0,2026-02-25T07:01:18.070+01:00
2020-12-22,FRANCE,"",24932,2719,42481,186027,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-23,COLOMBIA,471,"","",24,0,0,2,43.00849256900212,5.1,0.0,2026-02-25T07:01:18.070+01:00
2020-12-23,FRANCE,"",24852,2701,42757,187241,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-24,COLOMBIA,828,"","",23,0,0,26,44.457729468599034,2.78,0.0,2026-02-25T07:01:18.070+01:00
2020-12-24,FRANCE,"",24607,2643,43047,188608,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-25,COLOMBIA,1115,"","",26,0,0,28,42.874439461883405,2.33,0.0,2026-02-25T07:01:18.070+01:00
2020-12-25,FRANCE,"",24359,2616,43206,189414,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-26,COLOMBIA,600,"","",19,0,0,25,49.37833333333333,3.17,0.0,2026-02-25T07:01:18.070+01:00
2020-12-26,FRANCE,"",24444,2640,43352,189687,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-27,COLOMBIA,373,"","",4,0,0,1,44.55764075067024,1.07,0.0,2026-02-25T07:01:18.070+01:00
2020-12-27,FRANCE,"",24620,2650,43525,189910,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-28,COLOMBIA,327,"","",9,0,0,2,41.357798165137616,2.75,0.0,2026-02-25T07:01:18.070+01:00
2020-12-28,FRANCE,"",24645,2694,43888,190691,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-29,COLOMBIA,491,"","",8,0,0,2,35.65987780040733,1.63,0.0,2026-02-25T07:01:18.070+01:00
2020-12-29,FRANCE,"",24743,2666,44272,191775,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-30,COLOMBIA,326,"","",26,0,0,1,46.15030674846626,7.98,0.0,2026-02-25T07:01:18.070+01:00
2020-12-30,FRANCE,"",24560,2652,44575,193014,"",102,"","","",2026-02-25T07:01:18.070+01:00
2020-12-31,COLOMBIA,1092,"","",40,0,0,27,39.32234432234432,3.66,0.0,2026-02-25T07:01:18.070+01:00
2020-12-31,FRANCE,"",24407,2625,44826,194190,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-01,COLOMBIA,448,"","",6,0,0,19,35.613839285714285,1.34,0.0,2026-02-25T07:01:18.070+01:00
2021-01-01,FRANCE,"",24263,2609,44959,194870,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-02,COLOMBIA,537,"","",11,0,0,29,32.53072625698324,2.05,0.0,2026-02-25T07:01:18.070+01:00
2021-01-02,FRANCE,"",24458,2632,45115,195143,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-03,COLOMBIA,252,"","",2,0,0,1,45.638888888888886,0.79,0.0,2026-02-25T07:01:18.070+01:00
2021-01-03,FRANCE,"",24780,2665,45231,195355,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-04,COLOMBIA,545,"","",6,0,0,2,42.82385321100917,1.1,0.0,2026-02-25T07:01:18.070+01:00
2021-01-04,FRANCE,"",24962,2657,45609,196006,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-05,COLOMBIA,608,"","",14,0,0,27,39.90296052631579,2.3,0.0,2026-02-25T07:01:18.070+01:00
2021-01-05,FRANCE,"",24871,2616,45954,197472,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-06,COLOMBIA,964,"","",27,0,0,28,39.93568464730291,2.8,0.0,2026-02-25T07:01:18.070+01:00
2021-01-06,FRANCE,"",24708,2607,46237,198725,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-07,COLOMBIA,1011,"","",26,0,0,22,40.4431256181998,2.57,0.0,2026-02-25T07:01:18.070+01:00
2021-01-07,FRANCE,"",24488,2573,46513,200048,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-08,COLOMBIA,1135,"","",43,0,0,30,43.86872246696035,3.79,0.0,2026-02-25T07:01:18.070+01:00
2021-01-08,FRANCE,"",24377,2606,46789,201255,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-09,COLOMBIA,988,"","",14,0,0,28,42.79251012145749,1.42,0.0,2026-02-25T07:01:18.070+01:00
2021-01-09,FRANCE,"",24240,2600,46957,202134,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-10,COLOMBIA,747,"","",29,0,0,25,46.68273092369478,3.88,0.0,2026-02-25T07:01:18.070+01:00
2021-01-10,FRANCE,"",24526,2620,47108,202398,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-11,COLOMBIA,903,"","",20,0,0,30,42.80398671096346,2.21,0.0,2026-02-25T07:01:18.070+01:00
2021-01-11,FRANCE,"",24812,2666,47418,203041,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-12,COLOMBIA,578,"","",13,0,0,26,37.07785467128028,2.25,0.0,2026-02-25T07:01:18.070+01:00
2021-01-12,FRANCE,"",24703,2678,47773,204359,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-13,COLOMBIA,1102,"","",38,0,0,28,41.01905626134301,3.45,0.0,2026-02-25T07:01:18.070+01:00
2021-01-13,FRANCE,"",24735,2701,48002,205641,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-14,COLOMBIA,710,"","",16,0,0,25,40.91267605633803,2.25,0.0,2026-02-25T07:01:18.070+01:00
2021-01-14,FRANCE,"",24983,2716,48284,206771,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-15,FRANCE,"",25009,2730,48564,208040,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-16,COLOMBIA,1,"","",0,0,0,1,48.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-01-16,FRANCE,"",24985,2731,48757,209025,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-17,FRANCE,"",25235,2766,48898,209312,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-18,COLOMBIA,1,"","",0,0,0,1,40.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-01-18,FRANCE,"",25584,2803,49301,210169,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-19,COLOMBIA,1,"","",0,0,0,1,57.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-01-19,FRANCE,"",25532,2829,49670,211785,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-20,FRANCE,"",25650,2842,49980,213211,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-21,FRANCE,"",25699,2866,50326,214507,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-22,COLOMBIA,1,"","",0,0,0,1,51.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-01-22,FRANCE,"",25872,2902,50645,215791,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-23,FRANCE,"",25864,2886,50875,216694,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-24,FRANCE,"",26357,2955,51047,216934,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-25,COLOMBIA,3,"","",0,0,0,2,30.666666666666668,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-01-25,FRANCE,"",26888,3031,51492,217677,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-26,FRANCE,"",27005,3071,51842,219121,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-27,FRANCE,"",27131,3097,52192,220539,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-28,FRANCE,"",27128,3101,52536,221872,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-29,COLOMBIA,1,"","",0,0,0,1,24.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-01-29,FRANCE,"",27270,3120,52891,223143,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-30,FRANCE,"",27242,3103,53133,224089,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-01-31,FRANCE,"",27573,3148,53328,224375,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-01,FRANCE,"",27874,3218,53783,225288,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-02,FRANCE,"",28029,3270,54187,226865,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-03,COLOMBIA,3,"","",0,0,0,3,32.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-02-03,FRANCE,"",27953,3267,54544,228441,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-04,FRANCE,"",27766,3240,54901,229944,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-05,FRANCE,"",27572,3235,55194,231518,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-06,FRANCE,"",27327,3215,55385,232662,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-07,FRANCE,"",27652,3262,55556,232946,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-08,FRANCE,"",27995,3353,56014,233962,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-09,COLOMBIA,1,"","",1,0,0,1,77.0,100.0,0.0,2026-02-25T07:01:18.070+01:00
2021-02-09,FRANCE,"",27634,3332,56450,235686,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-10,FRANCE,"",27417,3309,56746,237082,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-11,FRANCE,"",26963,3327,57106,238722,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-12,FRANCE,"",26424,3298,57423,240259,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-13,FRANCE,"",26196,3294,57622,241323,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-14,FRANCE,"",26401,3299,57789,241597,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-15,COLOMBIA,1,"","",0,0,0,1,13.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-02-15,FRANCE,"",26478,3371,58201,242497,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-16,FRANCE,"",26195,3338,58552,244207,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-17,FRANCE,"",25929,3340,58862,245706,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-18,FRANCE,"",25717,3384,59133,247096,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-19,FRANCE,"",25506,3380,59458,248457,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-20,FRANCE,"",25269,3369,59641,249520,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-21,FRANCE,"",25464,3392,59800,249727,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-22,FRANCE,"",25831,3407,60133,250532,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-23,FRANCE,"",25660,3435,60443,252083,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-24,FRANCE,"",25614,3436,60720,253450,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-25,FRANCE,"",25317,3430,60981,254868,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-26,FRANCE,"",25130,3445,61265,256326,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-27,FRANCE,"",24989,3453,61450,257258,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-02-28,FRANCE,"",25280,3492,61572,257555,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-01,FRANCE,"",25430,3544,61947,258384,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-02,COLOMBIA,1,"","",0,0,0,1,40.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-03-02,FRANCE,"",25263,3586,62247,259893,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-03,FRANCE,"",25111,3637,62569,261289,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-04,COLOMBIA,1,"","",0,0,0,1,35.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-03-04,FRANCE,"",24891,3633,62862,262690,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-05,FRANCE,"",24765,3680,63100,263919,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-06,FRANCE,"",24625,3689,63270,264909,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-07,FRANCE,"",24818,3743,63400,265295,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-08,FRANCE,"",25195,3849,63759,266096,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-09,FRANCE,"",25201,3918,64057,267539,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-10,FRANCE,"",24969,3918,64321,269019,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-11,FRANCE,"",24858,3992,64586,270433,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-12,FRANCE,"",24749,4033,64809,271678,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-13,FRANCE,"",24671,4070,64978,272615,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-14,FRANCE,"",24989,4127,65118,272960,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-15,FRANCE,"",25469,4219,65451,273771,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-16,FRANCE,"",25492,4239,65765,275360,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-03-17,COLOMBIA,1,"","",0,0,0,1,65.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
