date,country,total_cases,total_hospitalizations,total_icu,total_deaths,total_recovered,regions_count,avg_age
2022-05-17,FRANCE,0,36305,2337,236559.0,1306176.0,102,0.0
2022-05-18,FRANCE,0,35496,2290,236714.0,1308119.0,102,0.0
2022-05-19,FRANCE,0,34800,2221,236840.0,1309819.0,102,0.0
2022-05-20,FRANCE,0,34027,2183,236963.0,1311598.0,102,0.0
2022-05-21,FRANCE,0,33621,2163,237046.0,1312468.0,102,0.0
2022-05-22,FRANCE,0,33633,2155,237062.0,1312600.0,102,0.0
2022-05-23,FRANCE,0,33331,2140,237225.0,1313955.0,102,0.0
2022-05-24,FRANCE,0,32783,2134,237401.0,1315616.0,102,0.0
2022-05-25,FRANCE,0,32028,2076,237494.0,1317423.0,102,0.0
2022-05-26,FRANCE,0,31794,2058,237547.0,1318136.0,102,0.0
2022-05-27,FRANCE,0,31389,2040,237634.0,1319265.0,102,0.0
2022-05-28,FRANCE,0,31070,2035,237680.0,1319857.0,102,0.0
2022-05-29,FRANCE,0,31058,2019,237706.0,1319979.0,102,0.0
2022-05-30,FRANCE,0,30747,1976,237876.0,1321322.0,102,0.0
2022-05-31,FRANCE,0,30015,1898,238026.0,1323104.0,102,0.0
2022-06-01,FRANCE,0,29481,1851,238135.0,1324433.0,102,0.0
2022-06-02,FRANCE,0,29063,1845,238217.0,1325656.0,102,0.0
2022-06-03,FRANCE,0,28618,1827,238287.0,1326775.0,102,0.0
2022-06-04,FRANCE,0,28332,1827,238348.0,1327388.0,102,0.0
2022-06-05,FRANCE,0,28354,1821,238362.0,1327500.0,102,0.0
2022-06-06,FRANCE,0,28388,1807,238380.0,1327601.0,102,0.0
2022-06-07,FRANCE,0,28336,1783,238525.0,1328895.0,102,0.0
2022-06-08,FRANCE,0,28160,1780,238678.0,1330386.0,102,0.0
2022-06-09,FRANCE,0,28095,1742,238756.0,1331548.0,102,0.0
2022-06-10,FRANCE,0,27839,1728,238832.0,1332708.0,102,0.0
2022-06-11,FRANCE,0,27906,1741,238868.0,1333231.0,102,0.0
2022-06-12,FRANCE,0,27944,1733,238878.0,1333338.0,102,0.0
2022-06-13,FRANCE,0,28035,1722,239012.0,1334411.0,102,0.0
2022-06-14,FRANCE,0,27922,1700,239126.0,1335721.0,102,0.0
2022-06-15,FRANCE,0,27589,1685,239220.0,1337076.0,102,0.0
2022-06-16,FRANCE,0,27593,1682,239316.0,1338120.0,102,0.0
2022-06-17,FRANCE,0,27551,1680,239402.0,1339346.0,102,0.0
2022-06-18,FRANCE,0,27514,1648,239435.0,1339931.0,102,0.0
2022-06-19,FRANCE,0,27623,1650,239439.0,1340043.0,102,0.0
2022-06-20,FRANCE,0,28141,1688,239528.0,1341209.0,102,0.0
2022-06-21,FRANCE,0,28427,1674,239638.0,1342416.0,102,0.0
2022-06-22,FRANCE,0,28591,1682,239766.0,1344118.0,102,0.0
2022-06-23,FRANCE,0,28769,1674,239846.0,1345510.0,102,0.0
2022-06-24,FRANCE,0,28875,1653,239945.0,1347072.0,102,0.0
2022-06-25,FRANCE,0,28907,1628,239989.0,1347874.0,102,0.0
2022-06-26,FRANCE,0,29048,1636,240007.0,1348021.0,102,0.0
2022-06-27,FRANCE,0,29967,1751,240101.0,1349426.0,102,0.0
2022-06-28,FRANCE,0,30753,1787,240175.0,1351064.0,102,0.0
2022-06-29,FRANCE,0,31145,1819,240269.0,1352772.0,102,0.0
2022-06-30,FRANCE,0,31428,1853,240351.0,1354408.0,102,0.0
2022-07-01,FRANCE,0,31975,1911,240453.0,1356140.0,102,0.0
2022-07-02,FRANCE,0,32196,1893,240512.0,1357107.0,102,0.0
2022-07-03,FRANCE,0,32305,1897,240538.0,1357389.0,102,0.0
2022-07-04,FRANCE,0,33027,1948,240728.0,1359586.0,102,0.0
2022-07-05,FRANCE,0,33818,2000,240878.0,1362217.0,102,0.0
2022-07-06,FRANCE,0,34722,2045,240970.0,1364346.0,102,0.0
2022-07-07,FRANCE,0,35164,2064,241139.0,1366712.0,102,0.0
2022-07-08,FRANCE,0,35586,2047,241287.0,1369257.0,102,0.0
2022-07-09,FRANCE,0,35558,2073,241355.0,1370710.0,102,0.0
2022-07-10,FRANCE,0,35683,2083,241385.0,1371059.0,102,0.0
2022-07-11,FRANCE,0,36892,2206,241601.0,1373137.0,102,0.0
2022-07-12,FRANCE,0,37991,2308,241847.0,1376434.0,102,0.0
2022-07-13,FRANCE,0,38819,2360,242053.0,1379309.0,102,0.0
2022-07-14,FRANCE,0,38940,2349,242151.0,1380892.0,102,0.0
2022-07-15,FRANCE,0,39521,2401,242356.0,1382792.0,102,0.0
2022-07-16,FRANCE,0,39679,2427,242474.0,1384304.0,102,0.0
2022-07-17,FRANCE,0,39908,2443,242508.0,1384571.0,102,0.0
2022-07-18,FRANCE,0,40696,2535,242855.0,1387439.0,102,0.0
2022-07-19,FRANCE,0,41421,2638,243141.0,1390952.0,102,0.0
2022-07-20,FRANCE,0,41632,2589,243357.0,1393873.0,102,0.0
2022-07-21,FRANCE,0,41367,2600,243613.0,1397055.0,102,0.0
2022-07-22,FRANCE,0,41155,2598,243819.0,1400111.0,102,0.0
2022-07-23,FRANCE,0,41086,2549,243910.0,1401485.0,102,0.0
2022-07-24,FRANCE,0,41188,2535,243947.0,1401787.0,102,0.0
2022-07-25,FRANCE,0,41706,2560,244206.0,1404273.0,102,0.0
2022-07-26,FRANCE,0,41490,2624,244442.0,1407753.0,102,0.0
2022-07-27,FRANCE,0,40959,2497,244632.0,1410887.0,102,0.0
2022-07-28,FRANCE,0,40604,2407,244838.0,1413406.0,102,0.0
2022-07-29,FRANCE,0,40069,2381,244997.0,1415862.0,102,0.0
2022-07-30,FRANCE,0,39771,2379,245100.0,1417303.0,102,0.0
2022-07-31,FRANCE,0,39829,2381,245132.0,1417541.0,102,0.0
2022-08-01,FRANCE,0,39760,2401,245374.0,1419646.0,102,0.0
2022-08-02,FRANCE,0,39230,2350,245573.0,1422503.0,102,0.0
2022-08-03,FRANCE,0,38429,2291,245739.0,1425079.0,102,0.0
2022-08-04,FRANCE,0,37951,2291,245909.0,1427328.0,102,0.0
2022-08-05,FRANCE,0,37257,2272,246060.0,1429518.0,102,0.0
2022-08-06,FRANCE,0,36988,2280,246130.0,1430571.0,102,0.0
2022-08-07,FRANCE,0,37035,2282,246150.0,1430715.0,102,0.0
2022-08-08,FRANCE,0,36960,2230,246368.0,1432519.0,102,0.0
2022-08-09,FRANCE,0,36013,2173,246590.0,1435243.0,102,0.0
2022-08-10,FRANCE,0,35140,2105,246749.0,1437556.0,102,0.0
2022-08-11,FRANCE,0,34730,2085,246909.0,1439365.0,102,0.0
2022-08-12,FRANCE,0,34217,2066,247047.0,1441118.0,102,0.0
2022-08-13,FRANCE,0,33849,2009,247119.0,1441968.0,102,0.0
2022-08-14,FRANCE,0,33896,2015,247155.0,1442069.0,102,0.0
2022-08-15,FRANCE,0,33958,2021,247169.0,1442219.0,102,0.0
2022-08-16,FRANCE,0,33704,2009,247394.0,1444110.0,102,0.0
2022-08-17,FRANCE,0,33369,1994,247577.0,1446137.0,102,0.0
2022-08-18,FRANCE,0,32558,1954,247755.0,1448171.0,102,0.0
2022-08-19,FRANCE,0,31946,1913,247899.0,1449937.0,102,0.0
2022-08-20,FRANCE,0,31603,1895,247973.0,1450824.0,102,0.0
2022-08-21,FRANCE,0,31635,1879,247979.0,1450914.0,102,0.0
2022-08-22,FRANCE,0,31601,1830,248104.0,1452146.0,102,0.0
2022-08-23,FRANCE,0,31068,1736,248279.0,1453811.0,102,0.0
2022-08-24,FRANCE,0,30817,1700,248383.0,1455115.0,102,0.0
2022-08-25,FRANCE,0,30544,1705,248468.0,1456335.0,102,0.0
2022-08-26,FRANCE,0,30190,1685,248567.0,1457561.0,102,0.0
2022-08-27,FRANCE,0,29937,1666,248605.0,1458080.0,102,0.0
2022-08-28,FRANCE,0,29995,1676,248619.0,1458185.0,102,0.0
2022-08-29,FRANCE,0,29585,1690,248774.0,1459398.0,102,0.0
2022-08-30,FRANCE,0,29152,1702,248916.0,1460892.0,102,0.0
2022-08-31,FRANCE,0,28735,1671,249015.0,1462122.0,102,0.0
2022-09-01,FRANCE,0,28547,1623,249091.0,1463136.0,102,0.0
2022-09-02,FRANCE,0,28079,1592,249201.0,1464354.0,102,0.0
2022-09-03,FRANCE,0,27787,1578,249225.0,1464849.0,102,0.0
2022-09-04,FRANCE,0,27797,1580,249231.0,1464925.0,102,0.0
2022-09-05,FRANCE,0,27671,1565,249365.0,1466037.0,102,0.0
2022-09-06,FRANCE,0,27364,1557,249485.0,1467321.0,102,0.0
2022-09-07,FRANCE,0,27100,1580,249566.0,1468396.0,102,0.0
2022-09-08,FRANCE,0,26627,1535,249677.0,1469570.0,102,0.0
2022-09-09,FRANCE,0,26348,1479,249739.0,1470479.0,102,0.0
2022-09-10,FRANCE,0,26249,1485,249767.0,1470846.0,102,0.0
2022-09-11,FRANCE,0,26247,1477,249775.0,1470922.0,102,0.0
2022-09-12,FRANCE,0,26144,1445,249855.0,1471940.0,102,0.0
2022-09-13,FRANCE,0,25911,1449,249951.0,1473148.0,102,0.0
2022-09-14,FRANCE,0,25728,1455,250015.0,1474094.0,102,0.0
2022-09-15,FRANCE,0,25778,1469,250078.0,1474894.0,102,0.0
2022-09-16,FRANCE,0,25656,1450,250130.0,1475794.0,102,0.0
2022-09-17,FRANCE,0,25663,1451,250147.0,1476148.0,102,0.0
2022-09-18,FRANCE,0,25662,1445,250149.0,1476238.0,102,0.0
2022-09-19,FRANCE,0,25686,1400,250265.0,1477346.0,102,0.0
2022-09-20,FRANCE,0,25579,1401,250361.0,1478524.0,102,0.0
2022-09-21,FRANCE,0,25498,1392,250425.0,1479478.0,102,0.0
2022-09-22,FRANCE,0,25602,1409,250480.0,1480362.0,102,0.0
2022-09-23,FRANCE,0,25709,1395,250545.0,1481258.0,102,0.0
2022-09-24,FRANCE,0,25667,1421,250571.0,1481722.0,102,0.0
2022-09-25,FRANCE,0,25741,1415,250577.0,1481792.0,102,0.0
2022-09-26,FRANCE,0,26489,1461,250679.0,1482697.0,102,0.0
2022-09-27,FRANCE,0,27314,1516,250759.0,1483808.0,102,0.0
2022-09-28,FRANCE,0,27800,1562,250832.0,1484992.0,102,0.0
2022-09-29,FRANCE,0,28287,1572,250896.0,1486105.0,102,0.0
2022-09-30,FRANCE,0,28873,1614,250954.0,1487125.0,102,0.0
2022-10-01,FRANCE,0,29064,1639,250988.0,1487690.0,102,0.0
2022-10-02,FRANCE,0,29170,1639,250996.0,1487794.0,102,0.0
2022-10-03,FRANCE,0,30087,1679,251119.0,1489081.0,102,0.0
2022-10-04,FRANCE,0,30818,1687,251266.0,1490850.0,102,0.0
2022-10-05,FRANCE,0,31639,1714,251347.0,1492338.0,102,0.0
2022-10-06,FRANCE,0,32583,1807,251437.0,1493727.0,102,0.0
2022-10-07,FRANCE,0,33300,1758,251538.0,1495313.0,102,0.0
2022-10-08,FRANCE,0,33448,1768,251588.0,1496043.0,102,0.0
2022-10-09,FRANCE,0,33570,1772,251600.0,1496219.0,102,0.0
2022-10-10,FRANCE,0,34518,1847,251758.0,1497840.0,102,0.0
2022-10-11,FRANCE,0,35509,1880,251902.0,1500095.0,102,0.0
2022-10-12,FRANCE,0,36059,1874,252011.0,1501852.0,102,0.0
2022-10-13,FRANCE,0,36856,1911,252129.0,1503609.0,102,0.0
2022-10-14,FRANCE,0,37257,1936,252279.0,1505582.0,102,0.0
2022-10-15,FRANCE,0,37565,1949,252337.0,1506481.0,102,0.0
2022-10-16,FRANCE,0,37726,1967,252363.0,1506654.0,102,0.0
2022-10-17,FRANCE,0,38639,2119,252587.0,1508541.0,102,0.0
2022-10-18,FRANCE,0,39540,2126,252784.0,1510912.0,102,0.0
2022-10-19,FRANCE,0,39798,2081,252980.0,1513456.0,102,0.0
2022-10-20,FRANCE,0,39883,2069,253104.0,1515758.0,102,0.0
2022-10-21,FRANCE,0,39994,2070,253265.0,1517894.0,102,0.0
2022-10-22,FRANCE,0,39834,2076,253328.0,1518895.0,102,0.0
2022-10-23,FRANCE,0,39985,2066,253362.0,1519063.0,102,0.0
2022-10-24,FRANCE,0,40050,2109,253604.0,1521120.0,102,0.0
2022-10-25,FRANCE,0,39588,2072,253863.0,1524213.0,102,0.0
2022-10-26,FRANCE,0,39695,2096,253981.0,1526227.0,102,0.0
2022-10-27,FRANCE,0,39590,2105,254113.0,1528167.0,102,0.0
2022-10-28,FRANCE,0,39048,2070,254231.0,1530502.0,102,0.0
2022-10-29,FRANCE,0,38624,2045,254309.0,1531756.0,102,0.0
2022-10-30,FRANCE,0,38690,2039,254326.0,1531921.0,102,0.0
2022-10-31,FRANCE,0,38619,2079,254548.0,1533546.0,102,0.0
2022-11-01,FRANCE,0,38461,2131,254650.0,1534546.0,102,0.0
2022-11-02,FRANCE,0,38231,2121,254829.0,1536443.0,102,0.0
2022-11-03,FRANCE,0,37652,2102,254939.0,1538668.0,102,0.0
2022-11-04,FRANCE,0,37296,2050,255087.0,1540384.0,102,0.0
2022-11-05,FRANCE,0,36921,2030,255151.0,1541336.0,102,0.0
2022-11-06,FRANCE,0,36914,2036,255161.0,1541535.0,102,0.0
2022-11-07,FRANCE,0,36729,2022,255378.0,1543283.0,102,0.0
2022-11-08,FRANCE,0,36170,1944,255610.0,1545546.0,102,0.0
2022-11-09,FRANCE,0,35958,1931,255748.0,1547316.0,102,0.0
2022-11-10,FRANCE,0,35768,1916,255849.0,1548951.0,102,0.0
2022-11-11,FRANCE,0,35629,1888,255902.0,1549759.0,102,0.0
2022-11-12,FRANCE,0,35669,1894,255922.0,1549945.0,102,0.0
2022-11-13,FRANCE,0,35757,1906,255924.0,1550045.0,102,0.0
2022-11-14,FRANCE,0,35923,1935,256122.0,1551697.0,102,0.0
2022-11-15,FRANCE,0,35793,1930,256335.0,1553685.0,102,0.0
2022-11-16,FRANCE,0,35944,1956,256475.0,1555432.0,102,0.0
2022-11-17,FRANCE,0,35652,1916,256625.0,1557299.0,102,0.0
2022-11-18,FRANCE,0,35599,1915,256762.0,1559006.0,102,0.0
2022-11-19,FRANCE,0,35424,1911,256814.0,1559888.0,102,0.0
2022-11-20,FRANCE,0,35582,1930,256818.0,1560058.0,102,0.0
2022-11-21,FRANCE,0,35997,1947,257005.0,1561610.0,102,0.0
2022-11-22,FRANCE,0,36086,1934,257183.0,1563639.0,102,0.0
2022-11-23,FRANCE,0,36424,1970,257332.0,1565316.0,102,0.0
2022-11-24,FRANCE,0,36383,1963,257443.0,1566960.0,102,0.0
2022-11-25,FRANCE,0,36475,2010,257567.0,1568596.0,102,0.0
2022-11-26,FRANCE,0,36414,2010,257625.0,1569484.0,102,0.0
2022-11-27,FRANCE,0,36480,2004,257641.0,1569687.0,102,0.0
2022-11-28,FRANCE,0,37282,2121,257831.0,1571430.0,102,0.0
2022-11-29,FRANCE,0,37846,2143,258006.0,1573604.0,102,0.0
2022-11-30,FRANCE,0,38713,2216,258186.0,1575392.0,102,0.0
2022-12-01,FRANCE,0,39060,2171,258338.0,1577476.0,102,0.0
2022-12-02,FRANCE,0,39442,2219,258472.0,1579208.0,102,0.0
2022-12-03,FRANCE,0,39249,2179,258548.0,1580408.0,102,0.0
2022-12-04,FRANCE,0,39429,2175,258568.0,1580646.0,102,0.0
2022-12-05,FRANCE,0,40478,2220,258775.0,1582229.0,102,0.0
2022-12-06,FRANCE,0,40913,2232,259009.0,1585065.0,102,0.0
2022-12-07,FRANCE,0,41873,2279,259195.0,1587304.0,102,0.0
2022-12-08,FRANCE,0,42909,2390,259309.0,1589550.0,102,0.0
2022-12-09,FRANCE,0,43420,2353,259477.0,1591918.0,102,0.0
2022-12-10,FRANCE,0,43790,2365,259584.0,1593159.0,102,0.0
2022-12-11,FRANCE,0,43927,2372,259623.0,1593380.0,102,0.0
2022-12-12,FRANCE,0,45055,2459,259955.0,1595618.0,102,0.0
2022-12-13,FRANCE,0,46081,2563,260221.0,1598478.0,102,0.0
2022-12-14,FRANCE,0,47096,2669,260428.0,1601231.0,102,0.0
2022-12-15,FRANCE,0,47857,2735,260623.0,1603788.0,102,0.0
2022-12-16,FRANCE,0,47957,2773,260870.0,1606660.0,102,0.0
2022-12-17,FRANCE,0,48120,2755,260956.0,1608143.0,102,0.0
2022-12-18,FRANCE,0,48318,2753,261003.0,1608454.0,102,0.0
2022-12-19,FRANCE,0,48876,2828,261356.0,1610985.0,102,0.0
2022-12-20,FRANCE,0,49607,2864,261614.0,1614465.0,102,0.0
2022-12-21,FRANCE,0,50052,2876,261862.0,1617691.0,102,0.0
2022-12-22,FRANCE,0,50391,2894,262088.0,1620347.0,102,0.0
2022-12-23,FRANCE,0,50050,2900,262391.0,1623537.0,102,0.0
2022-12-24,FRANCE,0,49851,2881,262489.0,1624937.0,102,0.0
2022-12-25,FRANCE,0,49791,2881,262524.0,1625205.0,102,0.0
2022-12-26,FRANCE,0,49705,2899,262790.0,1627386.0,102,0.0
2022-12-27,FRANCE,0,49801,2885,263200.0,1630532.0,102,0.0
2022-12-28,FRANCE,0,49615,2957,263468.0,1633482.0,102,0.0
2022-12-29,FRANCE,0,48931,2958,263721.0,1636063.0,102,0.0
2022-12-30,FRANCE,0,48408,2943,263925.0,1638472.0,102,0.0
2022-12-31,FRANCE,0,47925,2945,264009.0,1639681.0,102,0.0
2023-01-01,FRANCE,0,47941,2942,264047.0,1639935.0,102,0.0
2023-01-02,FRANCE,0,47784,2917,264389.0,1642443.0,102,0.0
2023-01-03,FRANCE,0,46677,2820,264711.0,1645708.0,102,0.0
2023-01-04,FRANCE,0,45989,2769,264939.0,1648200.0,102,0.0
2023-01-05,FRANCE,0,44990,2695,265202.0,1650494.0,102,0.0
2023-01-06,FRANCE,0,44336,2672,265440.0,1652640.0,102,0.0
2023-01-07,FRANCE,0,43926,2651,265536.0,1653601.0,102,0.0
2023-01-08,FRANCE,0,43871,2653,265570.0,1653819.0,102,0.0
2023-01-09,FRANCE,0,42776,2526,265859.0,1656045.0,102,0.0
2023-01-10,FRANCE,0,41883,2475,266088.0,1658378.0,102,0.0
2023-01-11,FRANCE,0,41240,2461,266245.0,1660213.0,102,0.0
2023-01-12,FRANCE,0,40500,2458,266344.0,1661844.0,102,0.0
2023-01-13,FRANCE,0,39777,2445,266539.0,1663508.0,102,0.0
2023-01-14,FRANCE,0,39601,2419,266578.0,1664063.0,102,0.0
2023-01-15,FRANCE,0,39543,2413,266594.0,1664229.0,102,0.0
2023-01-16,FRANCE,0,39082,2365,266754.0,1665563.0,102,0.0
2023-01-17,FRANCE,0,38163,2281,266952.0,1667259.0,102,0.0
2023-01-18,FRANCE,0,37563,2273,267108.0,1668559.0,102,0.0
2023-01-19,FRANCE,0,36655,2200,267228.0,1670084.0,102,0.0
2023-01-20,FRANCE,0,35935,2127,267313.0,1671292.0,102,0.0
2023-01-21,FRANCE,0,35583,2088,267367.0,1671871.0,102,0.0
2023-01-22,FRANCE,0,35541,2080,267385.0,1671973.0,102,0.0
2023-01-23,FRANCE,0,34999,2025,267586.0,1673106.0,102,0.0
2023-01-24,FRANCE,0,34136,1938,267703.0,1674607.0,102,0.0
2023-01-25,FRANCE,0,33558,1908,267771.0,1675715.0,102,0.0
2023-01-26,FRANCE,0,32691,1866,267870.0,1677097.0,102,0.0
2023-01-27,FRANCE,0,31710,1816,267957.0,1678626.0,102,0.0
2023-01-28,FRANCE,0,31044,1784,268017.0,1679486.0,102,0.0
2023-01-29,FRANCE,0,30928,1786,268029.0,1679668.0,102,0.0
2023-01-30,FRANCE,0,30484,1761,268146.0,1680763.0,102,0.0
2023-01-31,FRANCE,0,29296,1725,268260.0,1682508.0,102,0.0
2023-02-01,FRANCE,0,28392,1669,268366.0,1684190.0,102,0.0
2023-02-02,FRANCE,0,27842,1630,268465.0,1685230.0,102,0.0
2023-02-03,FRANCE,0,27614,1606,268519.0,1686020.0,102,0.0
2023-02-04,FRANCE,0,27499,1588,268561.0,1680740.0,102,0.0
2023-02-05,FRANCE,0,27499,1586,268561.0,1680758.0,102,0.0
2023-02-06,FRANCE,0,27375,1570,268641.0,1681372.0,102,0.0
2023-02-07,FRANCE,0,27012,1552,268725.0,1682424.0,102,0.0
2023-02-08,FRANCE,0,26928,1526,268787.0,1688929.0,102,0.0
2023-02-09,FRANCE,0,26767,1532,268820.0,1689487.0,102,0.0
2023-02-10,FRANCE,0,26598,1546,268860.0,1690246.0,102,0.0
2023-02-11,FRANCE,0,26541,1542,268882.0,1690499.0,102,0.0
2023-02-12,FRANCE,0,26527,1540,268884.0,1690515.0,102,0.0
2023-02-13,FRANCE,0,26464,1535,268960.0,1691245.0,102,0.0
2023-02-14,FRANCE,0,26198,1540,269032.0,1692193.0,102,0.0
2023-02-15,FRANCE,0,25918,1496,269099.0,1693072.0,102,0.0
2023-02-16,FRANCE,0,25796,1482,269150.0,1693627.0,102,0.0
2023-02-17,FRANCE,0,25760,1477,269204.0,1694297.0,102,0.0
2023-02-18,FRANCE,0,25650,1453,269236.0,1694595.0,102,0.0
2023-02-19,FRANCE,0,25650,1449,269238.0,1694671.0,102,0.0
2023-02-20,FRANCE,0,25855,1469,269298.0,1695218.0,102,0.0
2023-02-21,FRANCE,0,25755,1455,269362.0,1696041.0,102,0.0
2023-02-22,FRANCE,0,25689,1465,269438.0,1696845.0,102,0.0
2023-02-23,FRANCE,0,25751,1459,269476.0,1697310.0,102,0.0
2023-02-24,FRANCE,0,25684,1455,269534.0,1697883.0,102,0.0
2023-02-25,FRANCE,0,25562,1437,269566.0,1698261.0,102,0.0
2023-02-26,FRANCE,0,25591,1439,269568.0,1698302.0,102,0.0
2023-02-27,FRANCE,0,25686,1445,269637.0,1698850.0,102,0.0
2023-02-28,FRANCE,0,25480,1437,269705.0,1699604.0,102,0.0
2023-03-01,FRANCE,0,25339,1429,269755.0,1700386.0,102,0.0
2023-03-02,FRANCE,0,25295,1433,269797.0,1700888.0,102,0.0
2023-03-03,FRANCE,0,25166,1412,269839.0,1701582.0,102,0.0
2023-03-04,FRANCE,0,25174,1426,269873.0,1701869.0,102,0.0
2023-03-05,FRANCE,0,25186,1430,269873.0,1701877.0,102,0.0
2023-03-06,FRANCE,0,25400,1454,269925.0,1702504.0,102,0.0
2023-03-07,FRANCE,0,25530,1462,269973.0,1703146.0,102,0.0
2023-03-08,FRANCE,0,25823,1468,270027.0,1703647.0,102,0.0
2023-03-09,FRANCE,0,25876,1476,270047.0,1704265.0,102,0.0
2023-03-10,FRANCE,0,26002,1499,270101.0,1704928.0,102,0.0
2023-03-11,FRANCE,0,26026,1489,270116.0,1705159.0,102,0.0
2023-03-12,FRANCE,0,26015,1480,270116.0,1705186.0,102,0.0
2023-03-13,FRANCE,0,26332,1508,270197.0,1705849.0,102,0.0
2023-03-14,FRANCE,0,26324,1512,270251.0,1706524.0,102,0.0
2023-03-15,FRANCE,0,26522,1518,270298.0,1707284.0,102,0.0
2023-03-16,FRANCE,0,26412,1489,270346.0,1707999.0,102,0.0
2023-03-17,FRANCE,0,26319,1501,270396.0,1708889.0,102,0.0
2023-03-18,FRANCE,0,26173,1496,270418.0,1709341.0,102,0.0
2023-03-19,FRANCE,0,26185,1500,270418.0,1709357.0,102,0.0
2023-03-20,FRANCE,0,26478,1511,270518.0,1710250.0,102,0.0
2023-03-21,FRANCE,0,26626,1513,270587.0,1711162.0,102,0.0
2023-03-22,FRANCE,0,26596,1513,270613.0,1712235.0,102,0.0
2023-03-23,FRANCE,0,25807,1468,270663.0,1713706.0,102,0.0
2023-03-24,FRANCE,0,25957,1492,270693.0,1714592.0,102,0.0
2023-03-25,FRANCE,0,25830,1478,270721.0,1715043.0,102,0.0
2023-03-26,FRANCE,0,25828,1482,270731.0,1715096.0,102,0.0
2023-03-27,FRANCE,0,25986,1448,270815.0,1715906.0,102,0.0
2023-03-28,FRANCE,0,26121,1433,270892.0,1716872.0,102,0.0
2023-03-29,FRANCE,0,26137,1460,270959.0,1717875.0,102,0.0
2023-03-30,FRANCE,0,26142,1458,271030.0,1718611.0,102,0.0
2023-03-31,FRANCE,0,26065,1413,271091.0,1719619.0,102,0.0
2020-05-14,COLOMBIA,44,0,0,2.0,0.0,4,35.79545454545455
2020-05-15,COLOMBIA,143,0,0,4.0,0.0,16,38.59440559440559
2020-05-16,COLOMBIA,539,0,0,21.0,0.0,21,38.83673469387755
2020-05-17,COLOMBIA,498,0,0,13.0,0.0,17,35.7570281124498
2020-05-18,COLOMBIA,262,0,0,8.0,0.0,11,32.66030534351145
2020-05-21,COLOMBIA,284,0,0,8.0,0.0,15,38.433098591549296
2020-05-22,COLOMBIA,581,0,0,25.0,0.0,19,38.27538726333907
2020-05-23,COLOMBIA,312,0,0,21.0,0.0,12,41.19871794871795
2020-05-24,COLOMBIA,37,0,0,0.0,0.0,2,39.513513513513516
2020-05-25,COLOMBIA,4,0,0,0.0,0.0,2,54.5
2020-06-07,COLOMBIA,1,0,0,0.0,0.0,1,27.0
2020-06-22,COLOMBIA,1,0,0,0.0,0.0,1,28.0
2020-06-23,COLOMBIA,1661,0,0,91.0,0.0,28,39.245635159542445
2020-06-24,COLOMBIA,796,0,0,27.0,0.0,21,38.71105527638191
2020-06-25,COLOMBIA,300,0,0,14.0,0.0,24,39.82
2020-07-08,COLOMBIA,947,0,0,43.0,0.0,7,41.63885955649419
2020-07-09,COLOMBIA,1981,0,0,124.0,0.0,32,40.96415951539626
2020-07-17,COLOMBIA,863,0,0,13.0,0.0,23,38.025492468134416
2020-07-18,COLOMBIA,2659,0,0,110.0,0.0,28,40.49680330951485
2020-07-24,COLOMBIA,296,0,0,7.0,0.0,1,36.46283783783784
2020-07-25,COLOMBIA,2439,0,0,84.0,0.0,32,38.55555555555556
2020-07-30,COLOMBIA,1179,0,0,32.0,0.0,28,39.295165394402034
2020-07-31,COLOMBIA,1158,0,0,41.0,0.0,29,38.0440414507772
2020-08-04,COLOMBIA,1496,0,0,51.0,0.0,17,39.1798128342246
2020-08-05,COLOMBIA,1558,0,0,53.0,0.0,30,40.72721437740693
2020-08-09,COLOMBIA,2456,0,0,73.0,0.0,31,39.52483713355049
2020-08-13,COLOMBIA,2556,0,0,140.0,0.0,29,41.10250391236307
2020-08-17,COLOMBIA,2929,0,0,52.0,0.0,33,38.56264936838512
2020-08-21,COLOMBIA,2624,0,0,108.0,0.0,31,40.58346036585366
2020-08-25,COLOMBIA,2322,0,0,46.0,0.0,31,38.33634797588286
2020-08-29,COLOMBIA,1387,0,0,19.0,0.0,22,38.66402307137707
2020-08-30,COLOMBIA,713,0,0,23.0,0.0,28,41.23422159887798
2020-08-31,COLOMBIA,1,0,0,0.0,0.0,1,23.0
2020-09-03,COLOMBIA,2165,0,0,66.0,0.0,13,41.06836027713626
2020-09-08,COLOMBIA,2026,0,0,51.0,0.0,36,41.212240868706814
2020-09-13,COLOMBIA,2330,0,0,70.0,0.0,35,40.98369098712446
2020-09-18,COLOMBIA,1655,0,0,47.0,0.0,11,40.02356495468278
2020-09-23,COLOMBIA,1823,0,0,92.0,0.0,35,42.19418540866703
2020-09-27,COLOMBIA,826,0,0,21.0,0.0,30,41.23970944309927
2020-09-28,COLOMBIA,1050,0,0,22.0,0.0,31,40.375238095238096
2020-10-03,COLOMBIA,1855,0,0,56.0,0.0,33,41.13530997304582
2020-10-07,COLOMBIA,1404,0,0,33.0,0.0,26,41.17450142450142
2020-10-08,COLOMBIA,422,0,0,12.0,0.0,26,39.36492890995261
2020-10-11,COLOMBIA,1715,0,0,28.0,0.0,31,38.862973760932945
2020-10-15,COLOMBIA,1100,0,0,14.0,0.0,18,38.084545454545456
2020-10-16,COLOMBIA,494,0,0,12.0,0.0,27,38.18218623481781
